,,1.2    Field properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1.2.1   Field location (Country),NA,,Nigeria,US Alaska,Azerbaijan,Nigeria,China,UK,Indonesia,Norway,Brazil,Angola,Venezuela,Canada,Angola,Brazil,US Continental,Canada,US Continental,Nigeria,Kuwait,US Continental,Kazakhstan,US Continental,US Continental,Iraq,UK,Russia,,,,
,,,1.2.2   Field name,NA,,Agbami,ANS,Azeri,Bonny,Bozhong,Brent,Duri,Ekofisk,Frade,Girassol,Hamaca,Hibernia,Kuito,Lula,Mars,Midale (Southeast Saskatchewan),Midway-Sunset,Obagi,Ratawi,South Belridge,Tengiz,Thunder Horse,Wilmington-Duffy,Zubair,Forties,Chayvo,,,,
,,,1.2.3   Field age,yr.,,5,45,17,40,23,37,55,42,4,12,13,15,15,3,17,60,120,47,57,103,22,5,82,60,38,8,39,48,48,37
,,,1.2.4   Field depth,ft,,13000,7700,9075,11500,10500,8100,600,10000,6730,3937,2200,10065,7240,19737,16000,4600,2698,2050,6500,779,11843,16000,2824,11000,7311,36000,,,,
,,,1.2.5   Oil production volume,bbl/d,,233000,507770,655700,2234,90000,1030,165057,102000,16912,175000,190000,135483,50000,100000,60000,5000,78918,9910,90000,64245,528767,30098,36344.51781,125130,46410,250000,154100,144271,144271,274421
,,,1.2.6   Number of producing wells,[-],,22,1515,77,33,88,160,2500,80,12,24,190,740,19,6,21,953,10460,56,140,5135,70,4,1315,30,80,26,,,,
,,,1.2.7   Number of water injecting wells,[-],,11,853,30,0,36,23,1000,20,7,20,0,394,9,1,3,83,110,12,32,1090,8,2,715,14,11,0,,,,
,,,1.2.8   Well diameter,in,,4.5,2.775,3.775,2.775,3.5,2.775,4.5,2.775,2.775,8,5.5,2.775,6,3.525,2.775,2.775,2.775,2.775,6.25,2.775,2.775,7,2.775,3.025,4.5,5.5,,,,
,,,1.2.9   Productivity index,bbl/psi-d,,3,3,11,3,3,50,3,3,3,90.9,10,3,4,3,30,3,3,3,3,3,6,3,3,3,3,6,,,,
,,,1.2.10   Reservoir pressure,psi,,7000,3200,1951,2400,1450,1800,100,5150,2900,3655,950,2164,1556.6,8000,5800,2600,580.07,2610,2000,167.485,9000,15000,1557,3800,2900,2600,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.3   Fluid properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1.3.1   API gravity,deg. API,,47,28.3,35,35.3,17.5,39,19,38.4,19,32,8.6,34.6,21,28,28.8,28.7,22.6,35.3,24.2,15,46.4,34.5,19.5,30.2,35,36.4,,,,
,,,1.3.2   Gas composition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,N2,mol%,,2.00,2.03,2.00,2.00,1.00,2.00,2.00,0.26,2.33,2.03,0.10,2.00,2,2.196650223,2,2,2,2.019518541,2,2,2,2,2,2,2.05414935,2.00,,,,
,,,CO2,mol%,,6.00,6.10,6.00,6.00,5.40,6.00,6.00,2.54,1.30,5.57,5.90,6.00,6,2.757287914,6,6,6,5.639472909,6,6,4,6,6,6,5.409885932,6.00,,,,
,,,C1,mol%,,84.00,85.38,84.00,84.00,75.00,84.00,84.00,78.74,94.56,84.95,91.90,84.00,84,91.25874247,84,84,84,84.79605544,84,84,60,84,84,84,85.28749925,84.00,,,,
,,,C2,mol%,,4.00,3.15,4.00,4.00,12.10,4.00,4.00,9.81,0.94,3.74,0.86,4.00,4,1.949127451,4,4,4,3.785304502,4,4,10,4,4,4,3.641874843,4.00,,,,
,,,C3,mol%,,2.00,1.54,2.00,2.00,2.90,2.00,2.00,4.30,0.43,1.86,0.39,2.00,2,0.919095971,2,2,2,1.879824303,2,2,3,2,2,2,1.803295311,2.00,,,,
,,,C4+,mol%,,1.00,0.77,1.00,1.00,3.60,1.00,1.00,3.34,0.22,0.93,0.85,1.00,1,0.459547986,1,1,1,0.939912151,1,1,6,1,1,1,0.901647655,1.00,,,,
,,,H2S,mol%,,1.00,1.02,1.00,1.00,0.00,1.00,1.00,1.00,0.22,0.93,0.00,1.00,1,0.459547986,1,1,1,0.939912151,1,1,15,1,1,1,0.901647655,1.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.4   Production practices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Notes: Enter ""NA"" where not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1.4.1   Gas-to-oil ratio (GOR),scf/bbl oil,,1733,21536,1299,20848.68,7276,28756.14365,25,1150,1704,629.68,121,333,210,3053,2000,2000,168,20908.72,908,382,351,885,292.4286446,775,269.04,4000,260,0,0,0
,,,1.4.2   Water-to-oil ratio (WOR),bbl water/bbl oil,,0.30,3.96,1.44,0.70,1.00,25.35,3.00,0.30,1.30,0.50,0.10,1.22,1.22,0.10,0.20,11.50,8.01,3.90,3.20,13.20,0.06,0.36,37.11,1.50,8.70,0.57,3.4,2.5,2.5,2.5
,,,1.4.3   Water injection ratio,bbl water/bbl oil,,1.30,5.90,2.44,1.70,1.00,26.35,0.00,1.30,1.30,1.50,1.10,2.22,1.35,0.50,1.50,12.50,2.37,3.90,4.20,10.89,0.00,1.40,39.98,2.50,6.00,0.00,,,,
,,,1.4.4   Gas lifting injection ratio,scf/bbl liquid,,1500,1000,1500,1500,1500,104.3,1500,1500,580,30.26,1500,1500,1500,1500,1500,1500,0,256.4,1500,1500,1500,1500,1500,1500,3.2,1500,,,,
,,,1.4.5   Gas flooding injection ratio,scf/bbl oil,,2599.5,30972,1948.5,31273.02,10914,43134.21548,37.5,1725,555,876.435,166.5,499.5,300,2104.5,3000,3000,0,29478.54,1362,573,526.5,1327.5,438.6429669,1162.5,357,6000,3,0,0,0
,,,1.4.6   Steam-to-oil ratio (SOR),bbl steam/bbl oil,,3.00,3.00,3.00,3.00,3.00,3.00,4.21,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,5.79,3.00,3.00,2.81,3.00,3.00,3.00,3.00,3.00,3.00,,,,
,,,1.4.7   Fraction of required electricity generated onsite,[-],,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,,,,
,,,1.4.8   Fraction of remaining gas reinjected,[-],,0.90,0.93,0.00,0.00,0.34,0.00,0.00,0.25,0.00,0.00,0.00,1.00,0.00,0.23,0.00,0.15,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.30,,,,
,,,1.4.9   Fraction of water produced water reinjected,[-],,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.30,1.00,1.00,0.83,1.00,1.00,1.00,1.00,0.69,1.00,,,,
,,,1.4.10   Fraction of steam generation via cogeneration ,[-],,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.5   Processing practices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1.5.1   Heater/treater,NA,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
,,,1.5.2   Stabilizer column,NA,,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,,,,
,,,1.5.3   Application of AGR unit,NA,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
,,,1.5.4   Application of gas dehydration unit,NA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
,,,1.5.5   Application of demethanizer unit,NA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
,,,1.5.6   Flaring-to-oil ratio,scf/bbl oil,,90,51,25,1652,2694,728,5,18,45,223,101,82,190,44.74826195,16.24708535,81.58608888,16.24708535,2428.4,52.94202794,16.24708535,18,16.24708535,16.24708535,543,34,370,,,,
,,,1.5.7   Venting-to-oil ratio,scf/bbl oil,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
,,,1.5.8   Volume fraction of diluent,[-],,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.6   Land use impacts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1.6.1   Crude ecosystem carbon richness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1.6.1.1   Low carbon richness (semi-arid grasslands),NA,,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,,,,
,,,1.6.1.2   Moderate carbon richness (mixed),NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
,,,1.6.1.3   High carbon richness (forested),NA,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,
,,,1.6.2   Field development intensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1.6.2.1   Low intensity development and low oxidation,NA,,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,,,,
,,,1.6.2.2   Moderate intensity development and moderate oxidation,NA,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,,,,
,,,1.6.2.3   High intensity development and high oxidation,NA,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.7   Non-integrated upgrader,,NA,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.8   Crude oil transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1.8.1   Fraction of oil transported by each mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1.8.1.1   Ocean tanker,[-],,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,,,,
,,,1.8.1.2   Barge,[-],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,1.8.1.3   Pipeline,[-],,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,,,,
,,,1.8.1.4   Rail,[-],,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,1.8.2   Transport distance (one way),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1.8.2.1   Ocean tanker,Mile,,6940,7491,8252,6926,11801,5517,13500,4942,6200,7984,2443,3189,7984,5387,0,0,5154,7127,11500,5154,13025,0,5154,11550,4942,10417,,,,
,,,1.8.2.2   Barge,Mile,,0,0,0,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,1.8.2.3   Pipeline,Mile,,0,800,518,0,0,227,340,220,0,0,140,750,0,0,495,2000,120,50,0,150,900,495,25,0,220,140,,,,
,,,1.8.2.4   Rail,Mile,,0,0,0,0,0,0,0,0,0,0,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,"1.8.3   Ocean tanker size, if applicable",Ton,,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,250000,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.9   Small sources emissions,,gCO2eq/MJ,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,
,2 Outputs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Generic,Generic,Generic,Generic,Generic,Generic,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Output variables,,,,Field 1,Field 2,Field 3,Field 4,Field 1,Field 6,Field 8,Field 9,Field 10,Field 11,Field 12,Field 13,Field 14,Field 15,Field 16,Field 17,Field 18,Field 19,Field 20,Field 21,Field 22,Field 23,Field 24,Field 25,,Field 1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Field name,,,,Agbami,ANS,Azeri,Bonny,Bozhong,Brent,Duri,Ekofisk,Frade,Girassol,Hamaca,Hibernia,Kuito,Lula,Mars,Midale (Southeast Saskatchewan),Midway-Sunset,Obagi,Ratawi,South Belridge,Tengiz,Thunder Horse,Wilmington-Duffy,Zubair,Forties,Chayvo,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.1   Exploration (e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2.1.1   Total energy consumption,MJ/MJ,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,,,,
,,,2.1.2   Total GHG emissions,gCO2eq/MJ,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,,,
,,,2.1.2.1   Combustion/land use,gCO2eq/MJ,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,,,
,,,2.1.2.2   VFF,gCO2eq/MJ,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.2   Drilling & Development (d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2.2.1   Total energy consumption,MJ/MJ,,0.005,0.001,0.001,-0.001,0.001,0.000,0.000,0.001,0.001,0.000,0.000,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,,,,
,,,2.2.2   Total GHG emissions,gCO2eq/MJ,,0.38,0.22,0.16,2.62,0.20,0.13,6.47,0.20,0.09,0.06,6.48,0.20,0.1,1.3,0.6,3.4,0.4,2.4,0.2,0.4,0.3,0.7,0.1,0.3,0.1,0.63,,,,
,,,2.2.2.1   Combustion/land use,gCO2eq/MJ,,0.38,0.22,0.16,2.62,0.20,0.13,6.47,0.20,0.09,0.06,6.48,0.20,0.1,1.3,0.6,3.4,0.4,2.4,0.2,0.4,0.3,0.7,0.1,0.3,0.1,0.63,,,,
,,,2.2.2.2   VFF,gCO2eq/MJ,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.3   Crude production & extraction (p),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2.3.1   Total energy consumption,MJ/MJ,,0.027,0.129,0.010,0.000,0.006,0.006,0.308,0.001,0.008,0.001,0.001,0.002,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.018,,,,
,,,2.3.2   Total GHG emissions,gCO2eq/MJ,,1.70,9.81,0.92,0.05,1.05,5.03,46.56,0.17,0.59,0.08,0.07,0.12,0.5,1.1,1.4,1.4,36.6,1.2,0.7,15.0,0.0,1.0,4.7,0.4,3.7,1.72,,,,
,,,2.3.2.1   Combustion/land use,gCO2eq/MJ,,1.70,9.80,0.92,0.00,1.04,4.51,46.54,0.17,0.58,0.08,0.07,0.10,0.5,1.1,1.4,0.8,36.2,1.2,0.7,14.9,0.0,1.0,4.6,0.4,3.7,1.72,,,,
,,,2.3.2.2   VFF,gCO2eq/MJ,,0.00,0.01,0.00,0.05,0.00,0.53,0.02,0.00,0.00,0.00,0.00,0.02,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.4   Surface processing (s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2.4.1   Total energy consumption,MJ/MJ,,0.050,0.046,0.026,0.266,0.515,0.165,0.009,0.020,0.027,0.055,0.026,0.026,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.100,,,,
,,,2.4.2   Total GHG emissions,gCO2eq/MJ,,5.89,5.88,4.26,47.82,45.01,46.46,1.79,3.58,3.36,5.86,2.98,3.37,4.2,4.9,4.9,5.6,2.1,56.5,3.9,2.4,2.9,3.7,2.2,9.9,2.7,11.92,,,,
,,,2.4.2.1   Combustion/land use,gCO2eq/MJ,,1.30,1.70,1.03,9.42,2.46,13.80,0.01,0.85,0.67,0.63,0.18,0.11,0.0,1.2,1.4,1.3,0.1,8.6,0.8,0.3,0.4,0.9,0.1,0.5,0.1,2.21,,,,
,,,2.4.2.2   VFF,gCO2eq/MJ,,4.59,4.18,3.22,38.40,42.55,32.66,1.78,2.73,2.69,5.22,2.79,3.25,4.2,3.7,3.5,4.3,2.1,47.8,3.1,2.1,2.5,2.8,2.1,9.4,2.6,9.71,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.5   Maintenance (m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2.5.1   Total energy consumption,MJ/MJ,,0.000,0.002,0.000,0.002,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,,,,
,,,2.5.2   Total GHG emissions,gCO2eq/MJ,,0.12,0.86,0.10,0.77,0.22,1.12,0.06,0.09,0.12,0.06,0.02,0.06,0.1,0.2,0.2,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.19,,,,
,,,2.5.2.1   Combustion/land use,gCO2eq/MJ,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,,,
,,,2.5.2.2   VFF,gCO2eq/MJ,,0.12,0.86,0.10,0.77,0.22,1.12,0.06,0.09,0.12,0.06,0.02,0.06,0.1,0.2,0.2,0.1,0.1,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.19,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.6   Waste disposal (w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2.6.1   Total energy consumption,MJ/MJ,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,,,,
,,,2.6.2   Total GHG emissions,gCO2eq/MJ,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,,,
,,,2.6.2.1   Combustion\land use,gCO2eq/MJ,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,,,
,,,2.6.2.2   VFF,gCO2eq/MJ,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.7   Diluent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2.7.1   Total energy consumption,MJ/MJ,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,,,,
,,,2.7.2   Total GHG emissions,gCO2eq/MJ,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.8   Non-integrated upgrader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2.8.1   Total energy consumption,MJ/MJ,Note: SCO produces coke,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.272,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,,,,
,,,2.8.2   Total GHG emissions,gCO2eq/MJ,Add into combustion for SCOs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.87,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.9   Crude transport (t),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2.9.1   Total energy consumption,MJ/MJ,,0.010,0.017,0.015,0.010,0.017,0.008,0.022,0.009,0.009,0.012,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,,,,
,,,2.9.2   Total GHG emissions,gCO2eq/MJ,,0.80,1.25,1.19,0.80,1.41,0.64,1.77,0.67,0.74,0.93,0.37,0.34,0.9,0.6,0.2,0.9,0.1,0.8,1.4,0.1,1.9,0.2,0.0,1.4,0.6,1.27,,,,
,,,2.9.3   Loss factor,NA,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.10   Other small sources,,gCO2eq/MJ,,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.11   Offsite emissions credit/debit,,gCO2eq/MJ,,0.08,-3.06,-1.29,-22.85,-4.46,-33.33,-26.73,-1.28,-0.19,-0.34,0.05,0.06,0.1,-0.7,-2.0,-1.6,-6.3,-20.4,-0.8,-0.8,-0.2,-0.7,0.8,-0.1,0.4,-2.85,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.12   Lifecycle energy consumption,,MJ/MJ,,0.092,0.195,0.053,0.278,0.540,0.182,0.339,0.031,0.045,0.068,0.304,0.035,0.1,0.1,0.1,0.1,0.5,0.4,0.1,0.2,0.0,0.1,0.1,0.1,0.1,0.140,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.13   Lifecycle GHG emissions,,gCO2eq/MJ,,9.46,15.45,5.85,29.71,43.93,20.55,30.43,3.93,5.21,7.16,27.34,4.65,6.5,7.9,5.9,10.4,33.5,41.8,6.0,17.7,5.5,5.5,8.4,12.5,8.1,13.37,,,,
,3 Oil carbon index post-processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Loss Factpr,,,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062,1.000062
,,,Dilbit Conversion Factor,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,Summary GHG emissions [gCO2eq/MJ],Exploration,kgCO2eq/bblCrude,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Drilling,kgCO2eq/bblCrude,,2.04,1.29,0.92,14.88,1.25,0.75,39.64,1.11,0.58,0.33,41.72,1.13,0.64,7.63,3.72,20.23,2.20,13.60,1.15,2.20,1.61,3.72,0.89,1.95,0.64,3.56,21.76,18.47,18.47,18.47
,,,Production,kgCO2eq/bblCrude,,9.25,57.60,5.25,0.00,6.46,25.17,285.00,0.95,3.58,0.49,0.44,0.57,3.03,6.51,8.39,4.43,218.75,6.64,4.36,93.08,0.26,5.98,28.45,2.41,21.16,9.71,54.75,38.00,37.09,37.22
,,,Processing,kgCO2eq/bblCrude,,7.08,9.97,5.88,53.57,15.17,77.07,0.04,4.76,4.10,3.66,1.17,0.66,0.04,7.02,8.07,7.65,0.39,49.02,4.82,2.10,2.16,4.98,0.72,3.17,0.57,12.50,0.00,0.00,0.00,0.00
,,,Upgrading,kgCO2eq/bblCrude,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.76,67.79,97.64
,,,Maintenance,kgCO2eq/bblCrude,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,Waste,kgCO2eq/bblCrude,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
